,unique,ei-tuotos-tyyppia,henkiloestoeliikkuvuudet-lkm,julkaisut,kasikirja,koulutus,muu-tuotos,ohjelma,opiskelijaliikkuvuudet-lkm,raportti,selvitys,tapahtuma,toimintamalli,tutkimus,verkkosivut,min,max,std,mean
1250,58Lahden Rudolf Steiner -koulun Kannatusyhdistys ry.Tutoropettajien toiminta,1,,,,,,,,,,,,,,0.1,0.1,,0.1
1251,"58Lahden kaupunki, Sivistystoimiala, Lasten-ja nuorten vastuualue, perusopetuspal.UPO - Lahti 2.",,,1,,,,,,,,,,2,,0.0,0.3,,0.09999999999999999
1252,58Lahden kristillisen koulun kannatusyhdistys ryTutor-kurko,,,,,,,,,,,1,2,,,0.0,0.5,0.3535533905932738,0.2833333333333334
1253,58Laihian kuntaLakeurella tuuloo,,,1,,,,,,,,1,,,,-0.3,0.1,,-0.09999999999999999
1254,58Laitilan kaupunkiVakka- Suomen OPS tutorit / Laitila ,,,,,,,,,,,,1,,,0.0,0.0,,0.0
1255,58Lapinjärven kuntaKoko kylän tutoropettajan toiminta,,,,,,1,,,,,,,,,0.1,0.1,,0.1
1256,58Lapinlahden kuntaTutoropettajien toiminta opetuksen kehittämisessä,,,1,,,,,,,,1,1,1,,-0.3,0.6,0.17419166634034441,0.08500000000000002
1257,58Lappajärven kuntaTutoropettajien toiminta,,,,,,,,,,,1,,,,0.0,0.3,0.21213203435596426,0.15
1258,"58Lappeenrannan kaupunkiInnostuva, uudistuva Lappeenranta - tutortoiminta",,,,,,1,,,,,,1,,,0.0,0.7,0.2449489742783178,0.2
1259,58Lappeenrannan seudun steinerkoulun kannatuyhdistys ryLappeenrannan steinerkoulun digitutor,,,,,,,,,,,,2,,,0.1,0.3,,0.2
1260,58Lapuan kaupunkiIso ilmiö - kaikki yhdessä,,,2,,,,,,,,,,,,0.1,0.7,0.4242640687119285,0.25
1261,58Larsmo kommunFramtidens skola,1,,,,,,,,,,,,,,0.6,0.9,0.12909944487358058,0.75
1262,58Laukaan kuntaLaukaan tutoropettajien toiminta,1,,,,,,,,,,,,,,0.0,0.8,0.4041451884327381,0.43333333333333335
1263,58Lauttasaaren yhteiskouluLauttasaaren yhteiskoulun tutoropettajan toiminta,,,2,,,,,,,,,,,,0.0,0.3,,0.15
1264,58Lemin kuntaTutoropettajat Lemillä,,,1,,,,,,,,,,,,0.4,0.6,0.14142135623730948,0.5
1265,58Lempäälän kuntaLempäälän tutoropettajat,,,1,,,,,,,,,5,,,0.0,0.1,,0.016666666666666666
1266,58Leppävirran kuntaHanke 2 Tutor- opettajien koulutus,,,,,,,,,,,,2,,,-0.6,0.6,0.2010947262227077,0.18
1267,58Liedon kuntaLiiketuudor,,,2,,,,,,,,1,4,1,,-0.5,0.8,0.22565246706566544,0.18095238095238095
1268,58Lieksan kaupunkiTUTOROPETTAJIEN TOIMINTA,,,,,,,,,,,1,,1,,0.0,0.0,,0.0
1269,58Limingan kuntaTutoreiden toimintaspurtti,,,,,,,,,,,,1,,,0.0,0.9,0.3265986323710904,0.6333333333333334
1270,58Liperin kuntaTutoropettaja toiminta,,,,,,,,,,,,1,,,0.3,0.3,,0.3
1271,58Lohjan kaupunki / sivistystoimiLisämetrejä digiloikkaan - Lohjan tutoropettajat koulujen digitalisaation tukena,,,1,,,,,,,,,1,1,,-0.1,0.9,0.4070683855041967,0.3157407407407407
1272,"58Loimaan kaupunkiTutoropettajien toiminta-pedagogiikan uudistumista, osaamista ja vertaistukea kouluille",,,,,,3,,,,,,,,,0.0,0.1,,0.03333333333333333
1273,58Lopen kuntaTutoropettajien toiminta,,,,,,2,,,,,,1,,,0.0,0.5,0.2886751345948129,0.05555555555555555
1274,58Loviisan kaupunkiTutorit apuun - kahdella kielellä,,,,,,3,,,,,1,,,,-0.2,0.3,0.2267766952966369,-3.469446951953614e-18
1275,58Lumijoen kuntaLumijoen peruskoulun tutoropettajien toiminta,,,1,,,,,,,,,,,,0.1,0.1,,0.1
1276,58Maanviljelyslyseon osakeyhtiöHyllin hyvä tutor-opettaja,,,,,,,,,,,1,1,,,0.3,0.3,,0.3
1277,"58Malax kommunLokal och regional modell för digitutorlärarnas verksamhet, enligt Petalaxmodellen.",,,1,,,,,,,,,1,,,0.0,0.8,0.13197221929886105,0.2916666666666667
1278,58Maskun kuntaOSAAMO (OpetusSuunnitelmaan Arki Apua Maskun Opettajille),,,,,,,,,,,3,,,,0.0,0.4,,0.16666666666666666
1279,58Maunulan yhteiskoulu ja Helsingin matematiikkalukioTutoropettajien toiminta,,,2,,,,,,,,,,1,,-0.8,0.8,0.3324233350642139,0.3263888888888889
1280,"58Merijärven kuntaUusi pk-ohjelma, tutor-toiminta",,,,,,1,,,,,1,,1,,-0.5,-0.1,,-0.3333333333333333
1281,58Merikarvian kuntaTutoropettaja toiminta Merikarvialla,1,,,,,,,,,,,,,,0.0,0.3,0.21213203435596426,0.15
1282,58Muhoksen kuntaKärkihanke 1: Muhoksen kunnan tutor-opettajien toiminta,,,1,,,,,,,,,1,1,,-0.1,0.1,,0.0
1283,58Multian kuntaMultian tutoropettajan toiminta,1,,,,,,,,,,,1,,,0.7,0.8,,0.75
1284,58Munkkiniemen yhteiskouluMunkkatutor verkostossa,1,,,,,,,,,,,,,,0.0,0.1,0.07071067811865478,0.05
1285,58Muuramen kuntaMuuramen tutoropettajien toiminta ,,,,,,,,,,,,1,1,,0.0,0.3,0.21213203435596426,0.125
1286,58Mynämäen kuntaTutoropettajat Mynämäessä,,,,,,,,,,,,1,,,0.0,0.0,,0.0
1287,58Myrskylän kuntaTutoropettajien toiminta,,,,,,,,,,,1,1,,,-0.2,0.8,0.23117874347746692,0.12000000000000001
