,unique,haku_id,osa_alue_id,osa_alue_nimi
637,57Närpes stadTutorlärarnas utbildning och kompetensutveckling,57,2,02 Esi- ja perusopetus
638,57Pedersöre kommunTUTORCOMP Pedersöre,57,2,02 Esi- ja perusopetus
639,57Understödsföreningen för Rudolf Steiner skolan i Helsingfors r.f.Tutorlärarnas utbildning och kompetensutveckling,57,2,02 Esi- ja perusopetus
640,57Kempeleen kuntaTutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
641,"57Kangasniemen kuntaTutoropettajan Kangasniemen perusopetuksessa, tutoropettajien kouluttaminen",57,2,02 Esi- ja perusopetus
642,57Lappajärven kuntaTutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
643,"57Lappeenrannan kaupunkiInnostuva, uudistuva Lappeenranta ",57,2,02 Esi- ja perusopetus
644,57Kangasalan kuntaPirkanmaan tutoropettajien koulutusohjelma,57,2,02 Esi- ja perusopetus
645,57Laukaan kuntaLaukaan tutoropettajien osaamisen kehittäminen ,57,2,02 Esi- ja perusopetus
646,57Lauttasaaren yhteiskouluLauttasaaren yhteiskoulun tutoropettajan koulutus,57,2,02 Esi- ja perusopetus
647,57Lemin kuntaLemin tutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
648,57Lieksan kaupunkiTutoropettajien  koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
649,57Liperin kuntaTutoropettajin koulutus,57,2,02 Esi- ja perusopetus
650,57Ruokolahden kuntaKohti uutta koulua - Tutoropettajien koulutus,57,2,02 Esi- ja perusopetus
651,57Sauvon kuntaTutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
652,57Savitaipaleen kuntaTutoropettajan koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
653,57Seinäjoen kaupunkiTutorkoulutusta osaamisen vahvistamiseen,57,2,02 Esi- ja perusopetus
654,57Sievin kuntaTutorit vertaiskouluttajina,57,2,02 Esi- ja perusopetus
655,57Kalajoen kaupunkiTukea tutorista - virtaa verkostosta,57,2,02 Esi- ja perusopetus
656,57Siikalatvan kuntaSiikalatvan kehittyvät tutorit,57,2,02 Esi- ja perusopetus
657,57Siilinjärven kuntaSiilinjärven peruskoulujen tutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
658,57Simon kuntaTutor-opettajienkouluttajakoulutus Meri-Lapin kuntien tutor-opettajavastaaville,57,2,02 Esi- ja perusopetus
659,57Siikajoen kuntaTutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
660,57Suonenjoen kaupunkiSuonenjoen digitutorit,57,2,02 Esi- ja perusopetus
661,57Sotkamon kuntaDIGATA Sotkamo- Digiaikaan tutoreiden avulla,57,2,02 Esi- ja perusopetus
662,57Taivassalon kuntaVakka-Suomen tutoropettajien koulutus ja osaamisen kehittäminen/Taivassalo,57,2,02 Esi- ja perusopetus
663,57Uuraisten kuntaUuraisten kunnan tutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
664,57Tuusniemen kuntaTutoropettajien koulutus ja osaaminen,57,2,02 Esi- ja perusopetus
665,57Utsjoen kuntaDigiosaaja ,57,2,02 Esi- ja perusopetus
666,57Vaalan kuntaOnnistumisen avaimet TVT-pedagogiikkaan,57,2,02 Esi- ja perusopetus
667,57Varkauden kaupunki sivistyspalvelutTutor-opettajat,57,2,02 Esi- ja perusopetus
668,"57Vehmaan kunta, koulutoimiVakka-Suomen tutoropettajien koulutushanke",57,2,02 Esi- ja perusopetus
669,57Ypäjän kunta Tutor-opettajien koulutus,57,2,02 Esi- ja perusopetus
670,"57Porin kaupunki, sivistyskeskusTutoropettajien osaamisen kehittäminen",57,2,02 Esi- ja perusopetus
671,57Ylivieskan kaupunkiYlivieskan digitutorit – Osaaminen haltuun,57,2,02 Esi- ja perusopetus
672,"57Evijärven kuntaDigiloikan voimavarat -hanke, tutor apuna muutoksessa",57,2,02 Esi- ja perusopetus
673,"57Ylitornion kunta, sivistystoimiTutoropettajien koulutus ja osaamisen kehittäminen",57,2,02 Esi- ja perusopetus
674,57Kittilän kuntaKittilä digiloikalla tiedon valtatielle ,57,2,02 Esi- ja perusopetus
675,57Tornion kaupunkiTornion kaupungin peruskoulujen tutoropettajien koulutus ja osaamisen kehittämishanke.,57,2,02 Esi- ja perusopetus
676,57Loviisan kaupunkiTutorit apuun - kahdella kielellä,57,2,02 Esi- ja perusopetus
677,"57Turun yliopiston kasvatustieteen tiedekunta, Turun normaalikouluTutoropettajien koulutus ja osaamisen kehittäminen",57,2,02 Esi- ja perusopetus
678,57Vihdin kuntaTutorit ketteriksi opsin jalkauttamiseen Vihdissä,57,2,02 Esi- ja perusopetus
679,57Hartolan kuntaTutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
680,57Juvan kunta /sivistystoimi/perusopetus Tutoropettajien koulutus ja kehittäminen / Juva,57,2,02 Esi- ja perusopetus
681,57Jyväskylän kaupunkiJyväskylän tutoropettajien osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
682,57Joutsan kuntaTutoropettajan koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
683,57Jokioisten kuntaJokioisten kunta; Tutoropettajien koulutus ja osaamisen kehittäminen ,57,2,02 Esi- ja perusopetus
684,57Inarin kuntaArktista osaamista - Inarin tutoropettajakoulutus,57,2,02 Esi- ja perusopetus
685,57Iin kuntaIin kunnan  tutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
686,57Hollolan kuntaUusi perusopetus ohjelma Hollolassa (hakuryhmä 1),57,2,02 Esi- ja perusopetus
687,57Helsingin yliopiston Viikin normaalikouluDigitutorkoulutus - Hgin yliopiston harjoittelukoulut,57,2,02 Esi- ja perusopetus
688,57Helsingin Uusi yhteiskoulu OyDigitutor-vertaisverkosto,57,2,02 Esi- ja perusopetus
689,57Helsingin kaupungin opetusvirastoHelsingin tutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
690,57Helsingin juutalainen seurakuntaKärkihanke 1: Uusi peruskoulu -ohjelma,57,2,02 Esi- ja perusopetus
691,57Heinolan kaupunkiTutoropettajien koulutus / Heinola,57,2,02 Esi- ja perusopetus
692,57Heinäveden kuntaTutoreita kouluttamassa,57,2,02 Esi- ja perusopetus
693,57Harjavallan kaupunkiKärkihanke 1: Uusi peruskoulu -ohjelma,57,2,02 Esi- ja perusopetus
694,57Haapajärven kaupunkiTukea tutorista - virtaa verkosta,57,2,02 Esi- ja perusopetus
695,57Espoon kristillisen koulun kannatusyhdistys ry1.Tutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
696,57Espoon kaupunkiUuden espoolaisen peruskoulun mahdollistajat,57,2,02 Esi- ja perusopetus
697,57Elias-koulun kouluyhdistys ry.Tutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
698,57Apollon Yhteiskoulun Kannatusyhdistys ryTutoropettajien koulutus,57,2,02 Esi- ja perusopetus
699,57Alavuden kaupunkiTutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
700,57Alavieskan kuntaTukea tutorista-virtaa verkostosta,57,2,02 Esi- ja perusopetus
701,57Karvian kuntaTutoropettajien koulutus,57,2,02 Esi- ja perusopetus
702,57Kauhajoen kaupunkiPedagogisten tutoropettajien koulutus,57,2,02 Esi- ja perusopetus
703,57Kauniaisten sivistystoimiGrani Future Tutors,57,2,02 Esi- ja perusopetus
704,57Karstulan kuntaKarstulan tutoropettajien koulutus,57,2,02 Esi- ja perusopetus
705,57Keiteleen kuntaNilakan yhtenäiskoulun OPS ja DIGI-Tutor koulutus HR1,57,2,02 Esi- ja perusopetus
706,57Tervolan kuntaTervolan kunnan tutoropettajien koulutushanke,57,2,02 Esi- ja perusopetus
707,57Keminmaan kunta / sivistyspalvelutTutorille taitoa,57,2,02 Esi- ja perusopetus
708,57Sipoon kunta/KoulutuspalvelutVertaistuella visionääriksi - Tutoropettajien koulutus Sipoossa,57,2,02 Esi- ja perusopetus
709,57Salon kaupunkiTutoropettaja pedagogisena asiantuntijana,57,2,02 Esi- ja perusopetus
710,57Riihimäen kaupunkiTutoropettaja oppii,57,2,02 Esi- ja perusopetus
711,57Keravan kasvatus- ja opetustoimiKeravan tutorkoulutus (TUKO),57,2,02 Esi- ja perusopetus
712,57Kuhmoisten kuntaTutoropen osaaminen Kuhmoisissa,57,2,02 Esi- ja perusopetus
713,57Keski-Uudenmaan kristillisen koulun ja päiväkodin kannatusyhdistys ryKukon digiloikka 1.,57,2,02 Esi- ja perusopetus
714,57Korsholms kommunDiGikompetens,57,2,02 Esi- ja perusopetus
715,57Toivakan kuntaKärkihanke 1: Tutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
716,57Kihniön kuntaTakametsien digiloikkareiden sparraaminen,57,2,02 Esi- ja perusopetus
717,57Kronoby kommunTutorlärande i Kronoby kommun,57,2,02 Esi- ja perusopetus
718,57Lappträsk kommunSkolan är inte enbart en byggnad,57,2,02 Esi- ja perusopetus
719,57Kiteen kaupunkiKiteen tutoropettajien koulutus,57,2,02 Esi- ja perusopetus
720,57Konneveden kuntaKonneveden tutoropettajien osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
721,57Kärsämäen kuntaTukea tutorista  – virtaa verkostosta!,57,2,02 Esi- ja perusopetus
722,57Kontiolahden kuntaKontiolahden kunnan tutor-opettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
723,57Oulun steinerkoulun kannatusyhdistys ryDigitutoropettaja-koulutus steinerkoulujen opettajille,57,2,02 Esi- ja perusopetus
724,57Oulunkylän yhteiskoulun kannatusyhdistys ryTutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
725,57Oy Helsingin yhteiskoulu ja reaalilukioTutor-opettajan koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
726,57Pielaveden kuntaTulevaisuuden tutoropetuksen kehittäminen,57,2,02 Esi- ja perusopetus
727,57Porin Kristillisen koulun kannatusyhdistys ryDigipedagogiksi oppimassa,57,2,02 Esi- ja perusopetus
728,57Punkalaitumen kuntaPirkanmaan tutoropettajien koulutusohjelma.,57,2,02 Esi- ja perusopetus
729,57Puumalan kuntaTutor-osaamista meillekin!,57,2,02 Esi- ja perusopetus
730,57Urjalan kuntaPirkanmaan  tutoropettajien koulutusohjelma,57,2,02 Esi- ja perusopetus
731,57Posion kuntaTutoriopettajien koulutushanke,57,2,02 Esi- ja perusopetus
732,57Vieremän kuntaDIGIKAMU,57,2,02 Esi- ja perusopetus
733,57Pihtiputaan kuntaTutoropettajat joka koululle,57,2,02 Esi- ja perusopetus
734,57Pyhäjärven kaupunkiPyhäjärven perusopetuksen Tutor-koulutushanke,57,2,02 Esi- ja perusopetus
735,57Lohjan kaupunki / sivistystoimiLohjan digitutorien koulutus ja osaamisen lisääminen,57,2,02 Esi- ja perusopetus
736,57Rautalammin kuntaRautalammin kunnan opettajista digitutoreita,57,2,02 Esi- ja perusopetus
737,57Loimaan kaupunkiTutoropettajien koulutus-pedagogista osaamista ja vertaiskoulutustaitoja tutoropettajille,57,2,02 Esi- ja perusopetus
738,57Rauman kaupunkiTutoropettajien koulutus ja osaamisen kehittäminen Raumalla,57,2,02 Esi- ja perusopetus
739,"57Lopen kunta, kasavatus- ja koulutustoimiTutoropettajien koulutus ja osaamisen kehittäminen",57,2,02 Esi- ja perusopetus
740,57Lumijoen kuntaTutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
741,57Maanviljelyslyseon osakeyhtiöTutor-opettajan ja vertaiskouluttajan koulutus,57,2,02 Esi- ja perusopetus
742,57Maskun kuntaOSAAMO (OpetusSuunnitelmaan Arki Apua Maskun Opettajille),57,2,02 Esi- ja perusopetus
743,57Merikarvian kuntaTutoropettajien koulutus Merikarvialla,57,2,02 Esi- ja perusopetus
744,57Muuramen kuntaMuuramen tutoropettajien osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
745,57Mynämäen kuntaMynämäen tuturopettejien koulutus,57,2,02 Esi- ja perusopetus
746,57Myrskylän kuntaTutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
747,57Naantalin kaupunkiTutoropettajien koulutus,57,2,02 Esi- ja perusopetus
748,57Raaseporin kaupunkiRaaseporin Into,57,2,02 Esi- ja perusopetus
749,57Nivalan kaupunkiTutorkoulutus Nivala,57,2,02 Esi- ja perusopetus
750,57Nurmeksen kaupunki Kärkihanke 1 - hakuryhmä 1: Tutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
751,57Nurmijärven kuntaPedagogiset tiimit koulua kehittämässä,57,2,02 Esi- ja perusopetus
752,57Oriveden kaupunkiOriveden ja Pirkanmaan tutoropettajien koulutus ,57,2,02 Esi- ja perusopetus
753,57Porvoon kaupunkiTutoropettajien koulutus ja osaamisen kehittäminen,57,2,02 Esi- ja perusopetus
754,57Saarijärven kaupunkiSaarijärven ,57,2,02 Esi- ja perusopetus
755,57Vantaan seudun steinerkoulun kouluyhdistys ryDigitutoropettaja-koulutus Vantaan steinerkoulun opettajille,57,2,02 Esi- ja perusopetus
756,57Oulun kaupunki sivistys- ja kulttuuripalvelutOokko nää opettajatutori?,57,2,02 Esi- ja perusopetus
757,58Kotka Svenska SamskolaTutorlärare i KSS,58,2,02 Esi- ja perusopetus
758,58Björneborgs svenska samskolaTutorlärarverksamhet,58,2,02 Esi- ja perusopetus
759,"58Esbo stad, Svenska bildningstjänsterLära tillsammans i vardagen",58,2,02 Esi- ja perusopetus
760,58Föreningen för Svenska samkolans i Tammerfors upprätthållandeTutorlärarnas verksamhet,58,2,02 Esi- ja perusopetus
761,"58Kimitoöns kommun, bildningsavdelningenKimitoöns digitutoter - KidIT",58,2,02 Esi- ja perusopetus
762,58Larsmo kommunFramtidens skola,58,2,02 Esi- ja perusopetus
763,58Nykarleby stadNET- Nykarlebys Ein Tutorprogram,58,2,02 Esi- ja perusopetus
764,"58Pargas stad, svenskspråkig utbildningSkärgårdens nya grundskola",58,2,02 Esi- ja perusopetus
765,58Skolgarantiföreningen r.f.Tutorlärarverksamheten vid Svenska Privatskolan i Uleåborg,58,2,02 Esi- ja perusopetus
766,58Understödsföreningen för Rudolf Steiner skolan i Helsingfors r.f.Tutorlärarnas verksamhet,58,2,02 Esi- ja perusopetus
767,58Vasa övningsskolaTutorlärarnas verksamhet,58,2,02 Esi- ja perusopetus
768,58Vörå kommunTutorlärarnas verksamhet,58,2,02 Esi- ja perusopetus
769,58Kuhmoisten kuntaTutorope lähitukena,58,2,02 Esi- ja perusopetus
770,58Puumalan kuntaToimiva tutor,58,2,02 Esi- ja perusopetus
771,58Hangö stadGemensam tutorlärarverksamhet för Hangö stads grundskolor enligt den nya lokala läroplanen,58,2,02 Esi- ja perusopetus
772,58Korsholms kommunDiGiTu,58,2,02 Esi- ja perusopetus
773,58Kronoby kommunTutorlärande i Kronoby kommun,58,2,02 Esi- ja perusopetus
774,"58Malax kommunLokal och regional modell för digitutorlärarnas verksamhet, enligt Petalaxmodellen.",58,2,02 Esi- ja perusopetus
775,58Närpes stadTutorlärarnas verksamhet,58,2,02 Esi- ja perusopetus
776,58PedersöreTUTORVERK Pedersöre,58,2,02 Esi- ja perusopetus
777,58Kinnulan kuntaTutoropettajien osaamisen kehittäminen,58,2,02 Esi- ja perusopetus
778,58Oulun steinerkoulun kannatusyhdistysDigituroropettaja Oulun steinerkoululla,58,2,02 Esi- ja perusopetus
779,58Mäntsälän kuntaTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
780,"58Paraisten kaupunki, suomenkielinen koulutus Pienet ja suuret koulut yhdessä: tutoroinnilla tekemisen meininki ",58,2,02 Esi- ja perusopetus
781,58Haapaveden kaupunkiTutorit vauhdittamaan OPS-uudistusta,58,2,02 Esi- ja perusopetus
782,58Laihian kuntaLakeurella tuuloo,58,2,02 Esi- ja perusopetus
783,58Kauniaisten sivistystoimiGrani Future Tutors in Action,58,2,02 Esi- ja perusopetus
784,"58Virtain kaupunkiTutorit tukena - uutta luoden, yhdessä tehden kohti avointa toimintakulttuuria",58,2,02 Esi- ja perusopetus
785,58Vieremän kuntaDIGIKAMU,58,2,02 Esi- ja perusopetus
786,58Janakkalan kuntaTutoropettajat yhteisön inspiraationa,58,2,02 Esi- ja perusopetus
787,58Hartolan kuntaTutoropettajan toiminta,58,2,02 Esi- ja perusopetus
788,58Hämeenkyrön kuntaVirtaa digiloikasta,58,2,02 Esi- ja perusopetus
789,58Hämeenlinnan kaupunkiHämeenlinnan tutoropettajien toiminta 2017-2018,58,2,02 Esi- ja perusopetus
790,58Äänekosken kaupunkiÄänekosken opetuspalveluiden tutor-opettajien toimintahanke,58,2,02 Esi- ja perusopetus
791,58Ähtärin kaupunkiVirtaa opetukseen! ,58,2,02 Esi- ja perusopetus
792,58Helsingin Rudolf Steiner -koulun kannatusyhdistys rySteinerpedagoginen digiloikka Helsingin Rudolf Steiner -koulussa ,58,2,02 Esi- ja perusopetus
793,58Helsingin Uusi yhteiskouluDigitutorit vertaistukena,58,2,02 Esi- ja perusopetus
794,58Iin kuntaIin tutoropettajat digitaalisen ja pedagogisen kehittämisen tukena,58,2,02 Esi- ja perusopetus
795,58Lappeenrannan seudun steinerkoulun kannatuyhdistys ryLappeenrannan steinerkoulun digitutor,58,2,02 Esi- ja perusopetus
796,58Kouvolan kaupunki#tutorkouvola2,58,2,02 Esi- ja perusopetus
797,58Siuntion kuntaMonipuolista tutorointia  koulujen arjessa ,58,2,02 Esi- ja perusopetus
798,58Multian kuntaMultian tutoropettajan toiminta,58,2,02 Esi- ja perusopetus
799,58Pielaveden kuntaTutoropettajilta oppia ja osaamista ops:n haasteisiin modernein menetelmin,58,2,02 Esi- ja perusopetus
800,58Paltamon kuntaTutoropettajat digitaalisten välineiden vertaiskouluttajina,58,2,02 Esi- ja perusopetus
801,58Tervon kuntaDigiTutor 2017,58,2,02 Esi- ja perusopetus
802,58Ruskon kuntaSparrauksella paremmaksi,58,2,02 Esi- ja perusopetus
803,58Laitilan kaupunkiVakka- Suomen OPS tutorit / Laitila ,58,2,02 Esi- ja perusopetus
804,58Kemijärven kaupungin perusopetusTutoropettajien toiminta Kemijärvellä,58,2,02 Esi- ja perusopetus
805,58Eurajoen kristillisen opiston kannatusyhdistys ryDigitutor Eurajoen kristillinen opisto,58,2,02 Esi- ja perusopetus
806,58Kainuun Opisto OyDigitutor Kainuun Opisto,58,2,02 Esi- ja perusopetus
807,58Ylöjärven kaupunkiTutoropettajat pedagogisina kehittäjinä,58,2,02 Esi- ja perusopetus
808,58Utajärven kunta#turvaatutoreista,58,2,02 Esi- ja perusopetus
809,58Urjalan kuntaPirkanmaan tutoropettajat (Urjala),58,2,02 Esi- ja perusopetus
810,58Rautjärven kuntaYhdessä bitteihin,58,2,02 Esi- ja perusopetus
811,58Taipalsaaren kuntaTaipalsaaren tutoropettaja,58,2,02 Esi- ja perusopetus
812,58Salon kaupunkiTutor opettajan osaamisen kehittämisen tukena,58,2,02 Esi- ja perusopetus
813,58Pyhäjoen kuntaDigiapu – ICT -tutorit ohjaamaan Pyhäjokista kouluyhteisöä,58,2,02 Esi- ja perusopetus
814,58Nakkilan kuntaNakkilan katse kohti digikoulua,58,2,02 Esi- ja perusopetus
815,58Sotkamon kuntaDIGATA - Digiaikaan tutoreiden avulla,58,2,02 Esi- ja perusopetus
816,58Teuvan kunta/ sivistystoimiTeuvan tutor -toiminta,58,2,02 Esi- ja perusopetus
817,58Sodankylän kuntaTutor-tokka jutaa ympäri kyliä,58,2,02 Esi- ja perusopetus
818,58Sipoon kuntaVertaistuella ja opettajien yhteistyöllä kohti uudenlaista koulua,58,2,02 Esi- ja perusopetus
819,58Kustavin kuntaVakka-Suomen opstutorit/Kustavi,58,2,02 Esi- ja perusopetus
820,58Ylivieskan kaupunkiYlivieskan digitutoritoiminta – Osaaminen jakoon,58,2,02 Esi- ja perusopetus
821,"58Ylitornion kunta, sivistystoimiTutoropettajien toiminta",58,2,02 Esi- ja perusopetus
822,58Vihdin kuntaKetterät tutorit uutta opsia jalkauttamaan,58,2,02 Esi- ja perusopetus
823,58Vetelin kuntaVETO,58,2,02 Esi- ja perusopetus
824,58Vesilahden kuntaTutoropettajien toiminta Vesilahdessa,58,2,02 Esi- ja perusopetus
825,58Vesannon yhtenäiskouluOPS2016 todeksi.,58,2,02 Esi- ja perusopetus
826,"58Vehmaan kunta , koulutoimiVakka-Suomen opstutorit/ Vehmaa",58,2,02 Esi- ja perusopetus
827,58Varkauden kaupunki sivistyspalvelutTutor-opettajien toiminta,58,2,02 Esi- ja perusopetus
828,58Vantaan kaupunkiTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
829,58Turun Seudun Steinerkouluyhdistys ry.Uusi peruskoulu- ohjelma,58,2,02 Esi- ja perusopetus
830,"58Turun kaupunki, sivistystoimialaTutor Aboensis - Turun uuden perusopetuksen tutoropettajat",58,2,02 Esi- ja perusopetus
831,"58Toivakan kuntaKärkihanke 1: hakuryhmä 2, Tutoropettajien toiminta",58,2,02 Esi- ja perusopetus
832,58Toholammin kuntaTohoICT,58,2,02 Esi- ja perusopetus
833,58Tampereen yliopiston normaalikouluMentOPE ,58,2,02 Esi- ja perusopetus
834,58Tampereen Steiner-kouluyhdistys ryTopeto 2017-18,58,2,02 Esi- ja perusopetus
835,"58Tampereen kaupunki, Vapeha,Ilmiömäinen Tampere - tutoropettajat ",58,2,02 Esi- ja perusopetus
836,"58Tammelan kunta, sivistystoimiHakuryhmä 2 Tutoropettajien toiminta",58,2,02 Esi- ja perusopetus
837,58Taivassalon kuntaVakka-Suomen opstutorit/Taivassalo,58,2,02 Esi- ja perusopetus
838,58Hyrynsalmen kuntaHyrynsalmen tutoropetus,58,2,02 Esi- ja perusopetus
839,58Suomen AdventtikirkkoSuomen Adventtikirkon koulujen tutoropettajat ,58,2,02 Esi- ja perusopetus
840,58Simon kuntaTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
841,58Siilinjärven kuntaSiilinjärven peruskoulujen tutoropettajien toiminta,58,2,02 Esi- ja perusopetus
842,58Siikalatvan kuntaSiikalatvan tutorit toimii ja verkostoituu,58,2,02 Esi- ja perusopetus
843,58Sievin kuntaOpsin osaamisverkosto,58,2,02 Esi- ja perusopetus
844,58Seinäjoen kaupunkiTutoropettajilla opstaitureita,58,2,02 Esi- ja perusopetus
845,"58Savonlinnan kaupunkiPeruskoulun Tutorit kentällä, Savonlinna 2017-2018",58,2,02 Esi- ja perusopetus
846,58Savitaipaleen kuntaTutoropettajan toiminta Savitaipaleella,58,2,02 Esi- ja perusopetus
847,58Sauvon kuntaTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
848,58Saarijärven kaupunkiSaarijärven perusopetuksen tutoropettajien toiminta,58,2,02 Esi- ja perusopetus
849,58Ruoveden kuntaRuoveden kunnan  tutor-hanke,58,2,02 Esi- ja perusopetus
850,58Ruokolahden kuntaKohti uutta koulua - Tutoropettajatoiminta,58,2,02 Esi- ja perusopetus
